,session,subject,parent_det_str,child_det_str,parent_indef_def_adj_nps
41603,1,75,a tomato,,a tomato
41609,1,75,the sun,,the sun
41610,1,75,a banana,,a banana
41615,1,75,a bird,,a bird
41616,1,75,a bird,,a bird
41618,1,75,a car,,a car
41631,1,75,a froggy,,a froggy
41633,1,75,a pig,,a pig
41634,1,75,a pig,,a pig
41637,1,75,the rainbow,,the rainbow
41638,1,75,the rainbow,,the rainbow
41642,1,75,a baby,,a baby
41643,1,75,a picking,,a picking
41644,1,75,a picking,,a picking
41646,1,75,a baby,,a baby
41652,1,75,a kitten,,a kitten
41658,1,75,a baby,,a baby
41659,1,75,the bunny,,the bunny
41663,1,75,the bunnies,,the bunnies
41664,1,75,the toy,,the toy
41667,1,75,the toy,,the toy
41668,1,75,a teddy,,a teddy
41675,1,75,the page,,the page
41681,1,75,a puppy,,a puppy
41685,1,75,a spying,,a spying
41691,1,75,the page,,the page
41693,1,75,the pages,,the pages
41696,1,75,the sea,,the sea
41699,1,75,a seahorse,,a seahorse
41700,1,75,the page,,the page
41702,1,75,the seahorse,,the seahorse
41707,1,75,the seahorse,,the seahorse
41709,1,75,a seahorse,,a seahorse
41710,1,75,the blue,,the blue
41715,1,75,the octopus,,the octopus
41717,1,75,the couple,,the couple
41720,1,75,the beginning,,the beginning
41721,1,75,the couple,,the couple
41725,1,75,the octopus,,the octopus
41726,1,75,the blue,,the blue
41728,1,75,the octopus,,the octopus
41729,1,75,the puppy,,the puppy
41735,1,75,a picking,,a picking
41737,1,75,a chicken,,a chicken
41747,1,75,the honey,,the honey
41749,1,75,the bed,,the bed
41754,1,75,the green,,the green
41755,1,75,a turtle,,a turtle
41759,1,75,the puppy,,the puppy
41770,1,75,the one,,the one
41772,1,75,the one,,the one
41773,1,75,the rest,,the rest
41783,1,75,a car,,a car
41786,1,75,the moon,,the moon
41792,1,75,a piggy,,a piggy
41806,1,75,the toy,,the toy
41809,1,75,a teddy,,a teddy
41814,1,75,the apple,,the apple
41819,1,75,a tomato,,a tomato
41820,1,75,a tomato,,a tomato
41823,1,75,the sunshine,,the sunshine
41828,1,75,the sun,,the sun
41832,1,75,the floor,,the floor
41834,1,75,a banana,,a banana
41874,1,75,the vibrating,,the vibrating
41882,1,75,the floor,,the floor
41900,1,75,the music,,the music
41910,1,75,the music,,the music
41914,1,75,the music,,the music
41938,1,75,a lion,,a lion
41940,1,75,a hippopotamus,,a hippopotamus
41941,1,75,the lion,,the lion
41947,1,75,a peacock,,a peacock
41948,1,75,the peacock,,the peacock
41955,1,75,the children,,the children
41971,1,75,a ride,,a ride
41973,1,75,a ride,,a ride
41974,1,75,a ride,,a ride
41976,1,75,a ride,,a ride
42007,1,75,the car,,the car
42016,1,75,the CDs,,the CDs
42026,1,75,the kitchen,,the kitchen
42028,1,75,the kitchen,,the kitchen
42037,1,75,a boy,,a boy
42038,1,75,the matter,,the matter
42076,1,75,the fish,,the fish
42078,1,75,a fish,,a fish
42088,1,75,a tower,,a tower
42110,1,75,the blocks,,the blocks
42111,1,75,the blocks,,the blocks
42121,1,75,the guy,,the guy
42136,1,75,the buttons,,the buttons
42137,1,75,the story,,the story
42140,1,75,the button,,the button
42150,1,75,the one,,the one
42165,1,75,the baby,,the baby
42169,1,75,the baby,,the baby
42171,1,75,the baby,,the baby
42172,1,75,the baby,,the baby
42176,1,75,the baby,,the baby
42178,1,75,the baby,,the baby
42199,1,75,the tape,,the tape
42212,1,75,the baby,,the baby
42213,1,75,the baby,,the baby
42224,1,75,the baby,,the baby
42229,1,75,the baby,,the baby
42252,1,75,the honey,,the honey
42281,1,75,the ball,,the ball
42287,1,75,the basket,,the basket
42295,1,75,the ball,,the ball
42344,1,75,a one,,a one
42366,1,75,the top,,the top
42374,1,75,the man,,the man
42375,1,75,the man,,the man
42377,1,75,the block,,the block
42396,1,75,a tower,,a tower
42398,1,75,the guy,,the guy
42411,1,75,a tower,,a tower
42412,1,75,the bottom,,the bottom
42465,1,75,the ball,,the ball
42466,1,75,the ball,,the ball
42472,1,75,the ball,,the ball
42473,1,75,the ball,,the ball
42474,1,75,a ball,,a ball
42497,1,75,the beads,,the beads
42511,1,75,the ball,,the ball
42516,1,75,the ball,,the ball
42520,1,75,the ball,,the ball
42535,1,75,the ball,,the ball
42539,1,75,the ball,,the ball
42550,1,75,the floor,,the floor
42553,1,75,the ball,,the ball
42561,1,75,the ball,,the ball
42576,1,75,the ball,,the ball
42607,1,75,a walk,,a walk
42617,1,75,the ball,,the ball
42622,1,75,the ball,,the ball
42628,1,75,the rocker,,the rocker
42641,1,75,a apple,,a apple
42643,1,75,a apple,,a apple
42647,1,75,a sun,,a sun
42648,1,75,a banana,,a banana
42679,1,75,a tower,,a tower
42733,1,75,the spider,,the spider
42743,1,75,the Teapot,,the Teapot
42746,1,75,the beginning,,the beginning
42747,1,75,the towel,,the towel
42748,1,75,a boo,,a boo
42753,1,75,the toes,,the toes
42754,1,75,the toes,,the toes
42770,1,75,a boo,,a boo
42773,1,75,a boo,,a boo
42774,1,75,the shower,,the shower
42781,1,75,the lady,,the lady
42783,1,75,the lady,,the lady
42788,1,75,the lady,,the lady
42792,1,75,the flower,,the flower
42816,1,75,a mess,,a mess
42823,1,75,the one,,the one
42831,1,75,the goat,,the goat
42839,1,75,the mood,,the mood
42840,1,75,the clothes,,the clothes
42851,1,75,a temper,,a temper
42889,1,75,the giraffe,,the giraffe
42893,1,75,a hen,,a hen
42897,1,75,a B,,a B
42900,1,75,a kitty,,a kitty
42909,1,75,a one,,a one
42920,1,75,a cow,,a cow
42921,1,75,a cow,,a cow
42924,1,75,the book,,the book
42927,1,75,the Play,,the Play
42933,1,75,a snack,,a snack
42935,1,75,a snack,,a snack
42943,1,75,the ground,,the ground
42948,1,75,the light,,the light
42963,1,75,a circle,,a circle
42969,1,75,the book,,the book
42979,1,75,the sun,,the sun
43022,1,75,the world,,the world
43029,1,75,a snack,,a snack
43031,1,75,a snack,,a snack
43055,1,75,a bib,,a bib
43065,1,75,the way,,the way
43068,1,75,the computer,,the computer
43078,1,75,the one,,the one
43114,1,75,a kiss,,a kiss
43118,1,75,the floor,,the floor
43152,1,75,a kiss,,a kiss
43153,1,75,a kiss,,a kiss
43155,1,75,a kiss,,a kiss
43158,1,75,a time,,a time
43160,1,75,a lot,,a lot
43167,1,75,the floor,,the floor
43172,1,75,the floor,,the floor
43177,1,75,a kiss,,a kiss
43184,1,75,the computer,,the computer
43205,1,75,a sip,,a sip
43221,1,75,a kiss,,a kiss
43222,1,75,a kiss,,a kiss
43225,1,75,a kiss,,a kiss
43235,1,75,the mouth,,the mouth
43238,1,75,a time,,a time
43333,1,75,a job,,a job
43345,1,75,the floor,,the floor
43354,1,75,a kiss,,a kiss
43355,1,75,a kiss,,a kiss
43359,1,75,a kiss,,a kiss
43360,1,75,a kiss,,a kiss
43362,1,75,the family,,the family
43385,1,75,a picnic,,a picnic
43404,1,75,the couch,,the couch
43417,1,75,the waiting,,the waiting
43420,1,75,a lot,,a lot
43440,1,75,a breath,,a breath
43441,1,75,the floor,,the floor
43442,1,75,the floor,,the floor
43444,1,75,a shot,,a shot
43445,1,75,the doctor,,the doctor
43447,1,75,a balloon,,a balloon
43460,1,75,a birthday,,a birthday
43466,1,75,the day,,the day
43468,1,75,the balloons,,the balloons
43473,1,75,the balloons,,the balloons
43478,1,75,the tale,,the tale
43479,1,75,a time,,a time
43487,1,75,a street,,a street
43488,1,75,the letter,,the letter
43496,1,75,the garbage,,the garbage
43513,1,75,a ball,,a ball
43514,1,75,the ground,,the ground
43520,1,75,a ball,,a ball
43527,1,75,the tools,,the tools
43647,1,75,the tape,,the tape
43652,1,75,the baby,,the baby
43676,1,75,the music,,the music
43687,1,75,the song,,the song
43707,1,75,the one,,the one
43714,1,75,the tape,,the tape
43716,1,75,a song,,a song
43808,1,76,the hammer,,the hammer
43866,1,76,a book,,a book
43921,1,76,the floor,,the floor
43943,1,76,a snow,,a snow
43956,1,76,the book,,the book
43960,1,76,the book,,the book
43962,1,76,the hammer,,the hammer
43963,1,76,the hammer,,the hammer
43964,1,76,the hammer,,the hammer
43965,1,76,the hammer,,the hammer
43966,1,76,the hammer,,the hammer
43979,1,76,the hammer,,the hammer
43980,1,76,the hammer,,the hammer
43982,1,76,the hammer,,the hammer
43984,1,76,the hammer,,the hammer
43987,1,76,the hammer,,the hammer
43988,1,76,the hammer,,the hammer
43989,1,76,the hammer,,the hammer
44013,1,76,the dog,,the dog
44014,1,76,the dog,,the dog
44015,1,76,the dog,,the dog
44017,1,76,the dog,,the dog
44027,1,76,the bone,,the bone
44028,1,76,the dog,,the dog
44033,1,76,the dog,,the dog
44037,1,76,a baby,,a baby
44039,1,76,the baby,,the baby
44040,1,76,the baby,,the baby
44047,1,76,the dog,,the dog
44052,1,76,the dog,,the dog
44053,1,76,the fence,,the fence
44061,1,76,the dog,,the dog
44068,1,76,the dog,,the dog
44073,1,76,the baby,,the baby
44074,1,76,the dog,,the dog
44086,1,76,the dogs,,the dogs
44087,1,76,the girl,,the girl
44089,1,76,the mama,,the mama
44092,1,76,the light,,the light
44093,1,76,the light,,the light
44094,1,76,the light,,the light
44095,1,76,the light,,the light
44098,1,76,the air,,the air
44116,1,76,the cups,,the cups
44117,1,76,the man,,the man
44122,1,76,the book,,the book
44139,1,76,the dog,,the dog
44148,1,76,the girl,,the girl
44153,1,76,the grasshopper,,the grasshopper
44155,1,76,the ants,,the ants
44162,1,76,the grasshopper,,the grasshopper
44163,1,76,the ants,,the ants
44168,1,76,the grasshopper,,the grasshopper
44173,1,76,a time,,a time
44176,1,76,the snow,,the snow
44177,1,76,a girl,,a girl
44180,1,76,the baby,,the baby
44181,1,76,the baby,,the baby
44182,1,76,the baby,,the baby
44187,1,76,the forest,,the forest
44193,1,76,the animals,,the animals
44197,1,76,the birds,,the birds
44204,1,76,a bird,,a bird
44210,1,76,the dwarfs,,the dwarfs
44221,1,76,the cup,,the cup
44223,1,76,the witch,,the witch
44229,1,76,a apple,,a apple
44232,1,76,the dwarfs,,the dwarfs
44234,1,76,the birds,,the birds
44235,1,76,the witch,,the witch
44238,1,76,the birds,,the birds
44239,1,76,the apple,,the apple
44243,1,76,the witch,,the witch
44245,1,76,a night,,a night
44252,1,76,the birds,,the birds
44253,1,76,the birds,,the birds
44254,1,76,the birds,,the birds
44256,1,76,the birds,,the birds
44260,1,76,a kiss,,a kiss
44265,1,76,the horse,,the horse
44266,1,76,the horse,,the horse
44267,1,76,the horse,,the horse
44268,1,76,the horse,,the horse
44269,1,76,the bird,,the bird
44270,1,76,the bird,,the bird
44273,1,76,the bird,,the bird
44274,1,76,the bird,,the bird
44275,1,76,the bird,,the bird
44276,1,76,the bird,,the bird
44282,1,76,the rooster,,the rooster
44283,1,76,a doodle,,a doodle
44284,1,76,the duck,,the duck
44292,1,76,the apple,,the apple
44293,1,76,the apple,,the apple
44294,1,76,the apples,,the apples
44297,1,76,the land,,the land
44307,1,76,a dear,,a dear
44308,1,76,the dear,,the dear
44309,1,76,a dear,,a dear
44310,1,76,the dear,,the dear
44312,1,76,the animals,,the animals
44314,1,76,the rabbit,,the rabbit
44315,1,76,the rabbit,,the rabbit
44316,1,76,the rabbit,,the rabbit
44318,1,76,the rabbit,,the rabbit
44333,1,76,the cup,,the cup
44334,1,76,the cup,,the cup
44338,1,76,the cup,,the cup
44343,1,76,a elephant,,a elephant
44348,1,76,the dog,,the dog
44355,1,76,the doggie,,the doggie
44356,1,76,the people,,the people
44362,1,76,a dragon,,a dragon
44369,1,76,the horse,,the horse
44377,1,76,the book,,the book
44378,1,76,the book,,the book
44380,1,76,the book,,the book
44381,1,76,the book,,the book
44382,1,76,the dog,,the dog
44383,1,76,the d,,the d
44385,1,76,the dog,,the dog
44387,1,76,the dog,,the dog
44389,1,76,the dog,,the dog
44394,1,76,the dogs,,the dogs
44397,1,76,the pages,,the pages
44411,1,76,the chair,,the chair
44414,1,76,the water,,the water
44419,1,76,a picture,,a picture
44421,1,76,the teeth,,the teeth
44438,1,76,the teeth,,the teeth
44440,1,76,the dentist,,the dentist
44458,1,76,the dentist,,the dentist
44460,1,76,the dentist,,the dentist
44464,1,76,the dentist,,the dentist
44469,1,76,the water,,the water
44470,1,76,the dentist,,the dentist
44472,1,76,a picture,,a picture
44492,1,76,the bird,,the bird
44497,1,76,the lights,,the lights
44502,1,76,the birds,,the birds
44503,1,76,the birds,,the birds
44505,1,76,the birds,,the birds
44508,1,76,the birds,,the birds
44512,1,76,the lights,,the lights
44513,1,76,the #,,the #
44516,1,76,the bells,,the bells
44560,1,76,the phone,,the phone
44561,1,76,the phone,,the phone
44562,1,76,the phone,,the phone
44594,1,76,the phone,,the phone
44601,1,76,the phone,,the phone
44602,1,76,the phone,,the phone
44639,1,76,a crumb,,a crumb
44699,1,76,the plants,,the plants
44700,1,76,the plates,,the plates
44736,1,76,the picture,,the picture
44772,1,76,a bit,,a bit
44779,1,76,a kiss,,a kiss
44780,1,76,a kiss,,a kiss
44824,1,76,the plants,,the plants
44828,1,76,the plants,,the plants
44844,1,76,a lot,,a lot
44895,1,76,a cry,,a cry
44908,1,76,a cry,,a cry
44910,1,76,a baba,,a baba
44911,1,76,a bottle,,a bottle
44913,1,76,a bottle,,a bottle
44914,1,76,a bottle,,a bottle
44916,1,76,a bottle,,a bottle
44926,1,76,a bottle,,a bottle
44927,1,76,a bottle,,a bottle
44937,1,76,a kiss,,a kiss
44963,1,76,the car,,the car
45141,1,77,the pijamas,,the pijamas
45150,1,77,the minute,,the minute
45251,1,77,a button,,a button
45259,1,77,the #,,the #
45287,1,77,a kiss,,a kiss
45289,1,77,the door,,the door
45299,1,77,a bath,,a bath
45306,1,77,the cat,,the cat
45310,1,77,the cat,,the cat
45338,1,77,the bed,,the bed
45352,1,77,a person,,a person
45358,1,77,the TV,,the TV
45359,1,77,the TV,,the TV
45368,1,77,the water,,the water
45380,1,77,the bathroom,,the bathroom
45381,1,77,the bathroom,,the bathroom
45383,1,77,the remote,,the remote
45390,1,77,the TV,,the TV
45391,1,77,the channel,,the channel
45474,1,78,the rag,,the rag
45480,1,78,a times,,a times
45491,1,78,the vitamins,,the vitamins
45521,1,78,a baseball,,a baseball
45522,1,78,the baseball,,the baseball
45542,1,78,a mess,,a mess
45545,1,78,the spoon,,the spoon
45550,1,78,the boy,,the boy
45558,1,78,a job,,a job
45560,1,78,a mess,,a mess
45563,1,78,the rag,,the rag
45564,1,78,the rag,,the rag
45578,1,78,the cereal,,the cereal
45583,1,78,a bit,,a bit
45603,1,78,the dishes,,the dishes
45605,1,78,the dishes,,the dishes
45606,1,78,the dishes,,the dishes
45610,1,78,the glasses,,the glasses
45616,1,78,the glasses,,the glasses
45617,1,78,the bowls,,the bowls
45618,1,78,the plates,,the plates
45619,1,78,the pot,,the pot
45622,1,78,the dishes,,the dishes
45623,1,78,the dishes,,the dishes
45639,1,78,the room,,the room
45647,1,78,a bit,,a bit
45655,1,78,the living,,the living
45661,1,78,the dishes,,the dishes
45662,1,78,the dishes,,the dishes
45664,1,78,a bit,,a bit
45666,1,78,the dishes,,the dishes
45668,1,78,the pot,,the pot
45673,1,78,the dishes,,the dishes
45685,1,78,the cooking,,the cooking
45690,1,78,a mess,,a mess
45699,1,78,the rest,,the rest
45706,1,78,the juice,,the juice
45737,1,78,a tower,,a tower
45739,1,78,a tower,,a tower
45754,1,78,a tower,,a tower
45760,1,78,the people,,the people
45765,1,78,the boy,,the boy
45786,1,78,a lot,,a lot
45815,1,78,a job,,a job
45826,1,78,the boy,,the boy
45827,1,78,the little-,,the little-
45831,1,78,the boy,,the boy
45833,1,78,the people,,the people
45834,1,78,the boy,,the boy
45839,1,78,the people,,the people
45843,1,78,the girl,,the girl
45844,1,78,the girl,,the girl
45846,1,78,the girl,,the girl
45848,1,78,the girl,,the girl
45850,1,78,a girl,,a girl
45852,1,78,the captain,,the captain
45854,1,78,the captain,,the captain
45856,1,78,the girl,,the girl
45864,1,78,the tower,,the tower
45865,1,78,the tower,,the tower
45867,1,78,the people,,the people
45868,1,78,the girl,,the girl
45869,1,78,the girl,,the girl
45872,1,78,the tower,,the tower
45876,1,78,the rest,,the rest
45882,1,78,a job,,a job
45886,1,78,a tissue,,a tissue
45889,1,78,a nose,,a nose
45903,1,78,the lego,,the lego
45921,1,78,the boy,,the boy
45925,1,78,the captain,,the captain
45926,1,78,the girl,,the girl
45927,1,78,the girl,,the girl
45929,1,78,the girl,,the girl
45931,1,78,the tower,,the tower
45933,1,78,the tower,,the tower
45936,1,78,the boy,,the boy
45945,1,78,the girl,,the girl
45956,1,78,the tower,,the tower
45964,1,78,a tower,,a tower
45965,1,78,the legos,,the legos
45983,1,78,a pile,,a pile
45993,1,78,the ones,,the ones
46000,1,78,the yellow,,the yellow
46002,1,78,the yellow,,the yellow
46009,1,78,the ones,,the ones
46039,1,78,the one,,the one
46053,1,78,the window,,the window
46075,1,78,the legos,,the legos
46076,1,78,the legos,,the legos
46094,1,78,the books,,the books
46119,1,78,the legos,,the legos
46132,1,78,the legos,,the legos
46149,1,78,the legos,,the legos
46162,1,78,the legos,,the legos
46180,1,78,a job,,a job
46181,1,78,a job,,a job
46187,1,78,a school,,a school
46191,1,78,the rest,,the rest
46192,1,78,the rest,,the rest
46215,1,78,the legos,,the legos
46216,1,78,the legos,,the legos
46219,1,78,the wagon,,the wagon
46233,1,78,the wagon,,the wagon
46247,1,78,a time,,a time
46265,1,78,the girl,,the girl
46269,1,78,the people,,the people
46277,1,78,the girl,,the girl
46280,1,78,a baby,,a baby
46283,1,78,a baby,,a baby
46288,1,78,the railroad,,the railroad
46328,1,78,a van,,a van
46341,1,78,a book,,a book
46344,1,78,a book,,a book
46348,1,78,a book,,a book
46351,1,78,the book,,the book
46352,1,78,the book,,the book
46354,1,78,a book,,a book
46355,1,78,a book,,a book
46358,1,78,the honey,,the honey
46363,1,78,the baby,,the baby
46367,1,78,the rug,,the rug
46372,1,78,the sky,,the sky
46377,1,78,the mermaids,,the mermaids
46378,1,78,the tunnel,,the tunnel
46389,1,78,the pages,,the pages
46399,1,78,the story,,the story
46401,1,78,the baby,,the baby
46405,1,78,the sky,,the sky
46410,1,78,the ones,,the ones
46418,1,78,the parts,,the parts
46433,1,78,the parts,,the parts
46437,1,78,the chips,,the chips
46452,1,78,the car,,the car
46454,1,78,the car,,the car
46455,1,78,the car,,the car
46460,1,78,the car,,the car
46471,1,78,the car,,the car
46472,1,78,the car,,the car
46482,1,78,the car,,the car
46483,1,78,the car,,the car
46533,1,78,a tower,,a tower
46551,1,78,the one,,the one
46553,1,78,the orange,,the orange
46554,1,78,the red,,the red
46575,1,78,the green,,the green
46576,1,78,the orange,,the orange
46577,1,78,the red,,the red
46578,1,78,the yellow,,the yellow
46601,1,78,a tower,,a tower
46610,1,78,the complaining,,the complaining
46622,1,78,the people,,the people
46656,1,78,a job,,a job
46668,1,78,the piece,,the piece
46682,1,78,the rest,,the rest
46688,1,78,the handle,,the handle
46695,1,78,the light,,the light
46717,1,79,the TV,,the TV
46762,1,79,the slide,,the slide
46775,1,79,the room,,the room
46784,1,79,the room,,the room
46853,1,79,the vacuum,,the vacuum
46858,1,79,the suburbs,,the suburbs
46862,1,79,the way,,the way
46864,1,79,the way,,the way
46903,1,79,the computer,,the computer
46939,1,79,the buttons,,the buttons
46943,1,79,a screen,,a screen
46972,1,79,the basket,,the basket
46974,1,79,the ball,,the ball
46975,1,79,the ball,,the ball
46979,1,79,the basket,,the basket
46982,1,79,the basket,,the basket
47104,1,79,the horsey,,the horsey
47109,1,79,the horsey,,the horsey
47110,1,79,the horsey,,the horsey
47113,1,79,the horsey,,the horsey
47119,1,79,the horsey,,the horsey
47120,1,79,the horsey,,the horsey
47121,1,79,a ride,,a ride
47122,1,79,a ride,,a ride
47130,1,79,the ears,,the ears
47136,1,79,the cracker,,the cracker
47137,1,79,the cracker,,the cracker
47150,1,79,a banana,,a banana
47157,1,79,the banana,,the banana
47190,1,79,the drum,,the drum
